image_names,cell_type,xmin,xmax,ymin,ymax
RED_DATA (868).jpg,Ripe,147,834,210,832
RED_DATA (753).jpg,Ripe,347,507,262,440
RED_DATA (960).jpg,Ripe,144,876,105,830
RED_DATA (652).jpg,Ripe,140,347,1012,1342
GREEN_DATA (495).jpg,Ripe,382,472,202,289
GREEN_DATA (663).jpg,Unripe,542,793,432,660
GREEN_DATA (625).jpg,Unripe,342,514,139,317
BLACK_DATA (300).jpg,Rotten,557,770,220,384
GREEN_DATA (230).jpg,Unripe,254,345,680,784
GREEN_DATA (484).jpg,Unripe,759,941,102,274
BLACK_DATA (617).jpg,Rotten,584,704,90,192
RED_DATA (589).jpg,Ripe,375,615,638,933
GREEN_DATA (122).jpg,Ripe,514,616,225,315
RED_DATA (367).jpg,Ripe,787,1082,207,525
BLACK_DATA (399).jpg,Rotten,287,631,142,469
RED_DATA (711).jpg,Ripe,274,849,469,949
BLACK_DATA (797).jpg,Rotten,570,586,657,685
RED_DATA (557).jpg,Ripe,302,645,657,1057
BLACK_DATA (16).jpg,Rotten,965,1013,356,405
GREEN_DATA (61).jpg,Unripe,531,639,242,367
RED_DATA (320).jpg,Ripe,254,474,404,562
RED_DATA (79).jpg,Ripe,611,791,345,558
BLACK_DATA (447).jpg,Rotten,402,724,287,582
RED_DATA (206).jpg,Ripe,87,641,382,959
GREEN_DATA (783).jpg,Unripe,202,397,437,592
BLACK_DATA (97).jpg,Rotten,134,197,469,524
GREEN_DATA (608).jpg,Unripe,365,540,367,556
RED_DATA (350).jpg,Ripe,209,646,202,672
BLACK_DATA (866).jpg,Rotten,550,719,178,311
GREEN_DATA (555).jpg,Unripe,698,900,97,312
RED_DATA (514).jpg,Ripe,759,997,355,583
BLACK_DATA (18).jpg,Rotten,227,348,272,383
BLACK_DATA (516).jpg,Rotten,214,322,307,404
GREEN_DATA (755).jpg,Unripe,197,499,382,662
RED_DATA (294).jpg,Ripe,314,684,220,580
BLACK_DATA (153).jpg,Rotten,301,336,168,203
GREEN_DATA (882).jpg,Unripe,430,577,103,238
BLACK_DATA (411).jpg,Rotten,806,981,109,299
RED_DATA (464).jpg,Ripe,842,1192,360,748
GREEN_DATA (474).jpg,Ripe,367,511,309,477
GREEN_DATA (563).jpg,Unripe,402,571,222,394
RED_DATA (336).jpg,Ripe,788,871,216,293
RED_DATA (310).jpg,Unripe,175,270,411,497
GREEN_DATA (833).jpg,Unripe,152,349,352,534
BLACK_DATA (313).jpg,Rotten,254,417,459,627
BLACK_DATA (345).jpg,Rotten,389,428,254,293
GREEN_DATA (854).jpg,Unripe,207,402,244,414
BLACK_DATA (341).jpg,Rotten,383,590,238,440
BLACK_DATA (797).jpg,Rotten,260,272,587,606
RED_DATA (627).jpg,Ripe,649,1047,533,910
BLACK_DATA (550).jpg,Rotten,676,704,386,421
BLACK_DATA (99).jpg,Rotten,163,252,487,550
RED_DATA (408).jpg,Ripe,520,680,461,650
RED_DATA (297).jpg,Ripe,78,333,735,991
GREEN_DATA (207).jpg,Unripe,454,624,199,347
BLACK_DATA (38).jpg,Rotten,165,440,556,744
BLACK_DATA (349).jpg,Rotten,249,611,132,520
BLACK_DATA (67).jpg,Rotten,14,257,92,497
BLACK_DATA (133).jpg,Rotten,383,506,53,168
RED_DATA (665).jpg,Ripe,515,1027,332,825
RED_DATA (163).jpg,Ripe,192,535,551,894
GREEN_DATA (73).jpg,Unripe,282,482,691,844
BLACK_DATA (789).jpg,Rotten,289,479,449,614
RED_DATA (262).jpg,Ripe,620,766,683,905
RED_DATA (565).jpg,Ripe,862,1057,332,610
GREEN_DATA (477).jpg,Unripe,400,552,225,347
RED_DATA (421).jpg,Ripe,557,892,312,680
BLACK_DATA (528).jpg,Rotten,539,791,427,687
BLACK_DATA (636).jpg,Rotten,428,497,326,391
GREEN_DATA (679).jpg,Unripe,300,640,287,609
BLACK_DATA (745).jpg,Rotten,448,579,414,535
GREEN_DATA (423).jpg,Unripe,651,876,350,545
GREEN_DATA (300).jpg,Unripe,267,447,307,464
BLACK_DATA (384).jpg,Rotten,614,761,194,381
BLACK_DATA (486).jpg,Rotten,275,439,142,282
RED_DATA (719).jpg,Ripe,554,789,310,630
BLACK_DATA (474).jpg,Rotten,469,606,390,520
GREEN_DATA (866).jpg,Unripe,412,651,347,579
RED_DATA (199).jpg,Ripe,119,412,220,540
RED_DATA (595).jpg,Ripe,594,1162,195,663
GREEN_DATA (378).jpg,Unripe,209,397,514,716
BLACK_DATA (860).jpg,Rotten,323,454,321,447
RED_DATA (114).jpg,Ripe,279,626,162,487
BLACK_DATA (97).jpg,Rotten,63,130,501,556
GREEN_DATA (656).jpg,Unripe,222,454,37,257
GREEN_DATA (468).jpg,Unripe,372,563,119,335
GREEN_DATA (824).jpg,Unripe,257,571,182,497
GREEN_DATA (688).jpg,Unripe,114,262,80,250
BLACK_DATA (80).jpg,Rotten,302,484,507,667
BLACK_DATA (666).jpg,Rotten,317,499,359,547
BLACK_DATA (578).jpg,Rotten,314,724,142,535
BLACK_DATA (515).jpg,Rotten,360,520,447,591
GREEN_DATA (373).jpg,Unripe,401,487,461,537
RED_DATA (441).jpg,Ripe,652,927,295,575
RED_DATA (12).jpg,Ripe,479,651,187,359
GREEN_DATA (641).jpg,Unripe,20,355,139,384
GREEN_DATA (91).jpg,Unripe,65,147,278,349
GREEN_DATA (597).jpg,Unripe,371,655,216,495
BLACK_DATA (161).jpg,Rotten,576,774,70,262
GREEN_DATA (759).jpg,Unripe,529,784,222,492
RED_DATA (408).jpg,Ripe,674,887,372,645
GREEN_DATA (722).jpg,Unripe,54,307,210,472
GREEN_DATA (8).jpg,Unripe,320,469,449,600
GREEN_DATA (152).jpg,Ripe,609,786,230,420
RED_DATA (38).jpg,Ripe,512,619,407,530
GREEN_DATA (59).jpg,Unripe,493,767,343,613
GREEN_DATA (378).jpg,Unripe,364,534,439,614
BLACK_DATA (471).jpg,Rotten,522,756,271,667
GREEN_DATA (351).jpg,Unripe,362,651,297,572
BLACK_DATA (80).jpg,Rotten,302,469,282,452
RED_DATA (484).jpg,Ripe,132,375,500,758
RED_DATA (320).jpg,Ripe,764,1014,367,614
BLACK_DATA (354).jpg,Rotten,601,704,400,522
RED_DATA (157).jpg,Ripe,272,614,32,335
GREEN_DATA (139).jpg,Ripe,277,362,367,484
GREEN_DATA (653).jpg,Unripe,279,444,150,362
BLACK_DATA (638).jpg,Rotten,284,629,190,512
GREEN_DATA (615).jpg,Unripe,374,591,374,596
BLACK_DATA (730).jpg,Rotten,1,138,444,565
RED_DATA (524).jpg,Ripe,382,842,317,778
BLACK_DATA (149).jpg,Rotten,856,1001,454,595
GREEN_DATA (542).jpg,Unripe,364,410,512,569
GREEN_DATA (432).jpg,Unripe,835,921,486,565
GREEN_DATA (354).jpg,Unripe,39,247,329,544
RED_DATA (259).jpg,Ripe,269,776,105,580
GREEN_DATA (457).jpg,Unripe,555,633,332,405
BLACK_DATA (319).jpg,Rotten,369,482,232,302
GREEN_DATA (529).jpg,Unripe,604,686,205,280
BLACK_DATA (231).jpg,Rotten,208,714,306,645
GREEN_DATA (863).jpg,Ripe,89,394,102,395
RED_DATA (478).jpg,Ripe,737,965,504,809
GREEN_DATA (264).jpg,Unripe,611,714,344,427
GREEN_DATA (510).jpg,Unripe,439,723,264,549
BLACK_DATA (97).jpg,Rotten,180,252,552,626
BLACK_DATA (280).jpg,Rotten,122,764,194,746
RED_DATA (563).jpg,Ripe,504,815,410,738
GREEN_DATA (271).jpg,Unripe,485,554,293,366
RED_DATA (64).jpg,Ripe,392,719,192,447
BLACK_DATA (516).jpg,Rotten,97,232,196,327
BLACK_DATA (209).jpg,Rotten,58,272,331,533
BLACK_DATA (384).jpg,Rotten,427,524,109,269
BLACK_DATA (496).jpg,Rotten,277,686,149,549
BLACK_DATA (99).jpg,Rotten,188,259,115,165
GREEN_DATA (507).jpg,Unripe,473,520,563,602
RED_DATA (208).jpg,Ripe,714,871,340,470
GREEN_DATA (157).jpg,Unripe,192,342,624,764
GREEN_DATA (408).jpg,Unripe,232,479,167,407
BLACK_DATA (216).jpg,Rotten,239,326,485,564
BLACK_DATA (267).jpg,Rotten,513,689,739,873
GREEN_DATA (181).jpg,Unripe,262,452,399,584
RED_DATA (638).jpg,Ripe,227,512,402,703
GREEN_DATA (754).jpg,Unripe,281,567,268,592
RED_DATA (754).jpg,Ripe,587,1042,294,667
GREEN_DATA (66).jpg,Unripe,2,162,135,320
BLACK_DATA (658).jpg,Rotten,660,723,302,347
GREEN_DATA (290).jpg,Unripe,368,510,412,550
BLACK_DATA (318).jpg,Rotten,551,657,109,217
RED_DATA (205).jpg,Ripe,162,541,477,839
GREEN_DATA (432).jpg,Unripe,400,478,137,209
RED_DATA (458).jpg,Ripe,259,578,364,658
GREEN_DATA (552).jpg,Unripe,279,479,374,532
RED_DATA (502).jpg,Ripe,867,1056,624,774
GREEN_DATA (48).jpg,Ripe,302,419,447,580
BLACK_DATA (514).jpg,Rotten,37,219,125,272
BLACK_DATA (641).jpg,Rotten,81,253,294,480
GREEN_DATA (872).jpg,Unripe,303,640,191,520
RED_DATA (423).jpg,Ripe,437,620,407,620
RED_DATA (536).jpg,Ripe,1098,1280,402,581
BLACK_DATA (204).jpg,Rotten,546,724,417,610
RED_DATA (344).jpg,Ripe,455,768,552,676
GREEN_DATA (180).jpg,Unripe,139,292,97,239
GREEN_DATA (198).jpg,Ripe,140,292,746,906
GREEN_DATA (844).jpg,Unripe,409,539,244,409
RED_DATA (721).jpg,Ripe,467,947,512,1002
BLACK_DATA (533).jpg,Rotten,369,449,347,429
BLACK_DATA (164).jpg,Rotten,613,681,125,183
BLACK_DATA (390).jpg,Rotten,312,584,105,385
BLACK_DATA (617).jpg,Rotten,455,600,444,592
BLACK_DATA (83).jpg,Rotten,260,441,209,370
GREEN_DATA (536).jpg,Unripe,722,796,387,456
BLACK_DATA (205).jpg,Rotten,325,469,341,473
BLACK_DATA (152).jpg,Rotten,43,99,337,390
BLACK_DATA (572).jpg,Rotten,660,874,318,514
GREEN_DATA (698).jpg,Unripe,367,584,287,499
GREEN_DATA (179).jpg,Unripe,417,539,247,357
RED_DATA (285).jpg,Ripe,629,986,754,1016
GREEN_DATA (104).jpg,Unripe,132,444,684,901
GREEN_DATA (682).jpg,Unripe,199,489,40,340
GREEN_DATA (631).jpg,Unripe,97,289,262,472
RED_DATA (680).jpg,Ripe,517,1059,290,825
BLACK_DATA (61).jpg,Rotten,576,874,335,635
RED_DATA (696).jpg,Ripe,625,880,547,828
BLACK_DATA (37).jpg,Rotten,389,591,150,315
BLACK_DATA (566).jpg,Rotten,771,928,58,201
RED_DATA (613).jpg,Ripe,660,1155,385,830
RED_DATA (396).jpg,Ripe,120,455,5,262
RED_DATA (584).jpg,Ripe,560,1089,242,640
BLACK_DATA (133).jpg,Rotten,242,326,19,104
GREEN_DATA (240).jpg,Unripe,236,420,315,482
BLACK_DATA (535).jpg,Rotten,414,619,277,432
BLACK_DATA (805).jpg,Rotten,354,711,212,542
RED_DATA (585).jpg,Ripe,542,927,332,765
BLACK_DATA (623).jpg,Rotten,244,809,107,730
BLACK_DATA (658).jpg,Rotten,304,372,229,273
BLACK_DATA (519).jpg,Rotten,250,776,33,549
BLACK_DATA (725).jpg,Rotten,487,515,363,399
GREEN_DATA (649).jpg,Unripe,447,629,197,347
GREEN_DATA (462).jpg,Unripe,252,324,415,475
GREEN_DATA (337).jpg,Unripe,691,735,418,462
BLACK_DATA (563).jpg,Rotten,505,551,318,363
BLACK_DATA (681).jpg,Rotten,859,995,449,578
BLACK_DATA (42).jpg,Rotten,561,759,465,658
BLACK_DATA (822).jpg,Rotten,801,834,317,349
RED_DATA (860).jpg,Ripe,103,934,78,933
BLACK_DATA (98).jpg,Rotten,78,181,492,574
GREEN_DATA (412).jpg,Unripe,437,531,102,227
GREEN_DATA (385).jpg,Unripe,229,384,267,454
BLACK_DATA (101).jpg,Rotten,289,360,289,332
BLACK_DATA (713).jpg,Rotten,334,376,331,374
BLACK_DATA (756).jpg,Rotten,494,705,222,380
RED_DATA (264).jpg,Unripe,277,509,19,188
GREEN_DATA (545).jpg,Unripe,599,771,229,424
RED_DATA (381).jpg,Ripe,657,1092,342,785
BLACK_DATA (771).jpg,Rotten,752,829,240,307
GREEN_DATA (713).jpg,Unripe,270,429,500,635
GREEN_DATA (860).jpg,Unripe,144,487,67,419
RED_DATA (312).jpg,Ripe,641,871,456,669
BLACK_DATA (386).jpg,Rotten,467,976,209,602
BLACK_DATA (68).jpg,Rotten,759,946,432,634
GREEN_DATA (329).jpg,Unripe,214,457,297,529
RED_DATA (228).jpg,Ripe,299,544,669,969
GREEN_DATA (123).jpg,Unripe,476,549,310,397
GREEN_DATA (445).jpg,Unripe,53,192,385,533
GREEN_DATA (458).jpg,Unripe,462,529,233,309
GREEN_DATA (340).jpg,Ripe,852,945,251,328
BLACK_DATA (860).jpg,Rotten,619,769,331,459
GREEN_DATA (445).jpg,Unripe,629,801,180,340
RED_DATA (529).jpg,Ripe,167,408,499,794
RED_DATA (186).jpg,Ripe,469,756,15,262
GREEN_DATA (267).jpg,Unripe,616,734,377,500
BLACK_DATA (521).jpg,Rotten,84,647,176,604
GREEN_DATA (385).jpg,Unripe,369,522,202,389
GREEN_DATA (291).jpg,Ripe,488,610,359,479
RED_DATA (225).jpg,Ripe,89,207,517,649
BLACK_DATA (223).jpg,Rotten,559,961,204,589
BLACK_DATA (323).jpg,Rotten,851,985,370,517
RED_DATA (731).jpg,Ripe,577,997,494,909
GREEN_DATA (244).jpg,Unripe,23,87,350,415
BLACK_DATA (854).jpg,Rotten,536,633,442,535
BLACK_DATA (265).jpg,Rotten,604,781,142,315
GREEN_DATA (303).jpg,Unripe,474,593,282,389
GREEN_DATA (718).jpg,Unripe,460,706,104,328
RED_DATA (349).jpg,Ripe,883,1021,190,320
BLACK_DATA (216).jpg,Rotten,687,744,407,470
RED_DATA (383).jpg,Ripe,1,272,392,752
RED_DATA (784).jpg,Ripe,69,592,389,831
RED_DATA (624).jpg,Ripe,417,982,310,895
BLACK_DATA (153).jpg,Rotten,861,924,549,605
RED_DATA (254).jpg,Ripe,269,636,32,339
RED_DATA (426).jpg,Ripe,297,810,452,935
GREEN_DATA (554).jpg,Unripe,787,915,423,557
GREEN_DATA (745).jpg,Unripe,428,602,442,648
GREEN_DATA (49).jpg,Unripe,349,492,167,327
GREEN_DATA (245).jpg,Ripe,297,581,220,472
RED_DATA (663).jpg,Ripe,874,1362,440,918
BLACK_DATA (145).jpg,Rotten,791,900,447,534
RED_DATA (303).jpg,Ripe,454,549,405,540
BLACK_DATA (102).jpg,Rotten,39,155,440,533
BLACK_DATA (581).jpg,Rotten,222,512,2,220
BLACK_DATA (206).jpg,Rotten,32,192,365,492
GREEN_DATA (188).jpg,Unripe,566,659,397,487
BLACK_DATA (89).jpg,Rotten,113,245,281,424
BLACK_DATA (227).jpg,Rotten,64,361,568,843
GREEN_DATA (712).jpg,Unripe,679,802,228,353
RED_DATA (336).jpg,Ripe,800,875,86,152
RED_DATA (44).jpg,Ripe,202,495,352,644
RED_DATA (640).jpg,Ripe,816,1190,551,938
GREEN_DATA (267).jpg,Unripe,896,986,100,200
GREEN_DATA (501).jpg,Unripe,611,904,7,232
BLACK_DATA (500).jpg,Rotten,407,816,254,659
GREEN_DATA (851).jpg,Unripe,19,239,380,615
BLACK_DATA (860).jpg,Rotten,874,1017,457,626
BLACK_DATA (695).jpg,Rotten,431,816,224,610
RED_DATA (759).jpg,Ripe,692,1240,269,787
RED_DATA (934).jpg,Ripe,130,773,142,884
GREEN_DATA (90).jpg,Unripe,523,612,592,674
GREEN_DATA (78).jpg,Unripe,534,686,162,312
GREEN_DATA (653).jpg,Unripe,131,281,371,554
RED_DATA (461).jpg,Ripe,75,320,564,861
GREEN_DATA (337).jpg,Unripe,566,608,252,298
BLACK_DATA (162).jpg,Rotten,253,315,542,596
RED_DATA (673).jpg,Ripe,391,695,664,944
RED_DATA (728).jpg,Ripe,402,812,215,585
GREEN_DATA (712).jpg,Unripe,457,711,310,567
RED_DATA (218).jpg,Ripe,495,843,507,674
GREEN_DATA (109).jpg,Ripe,442,544,165,260
GREEN_DATA (854).jpg,Unripe,626,794,7,194
RED_DATA (132).jpg,Ripe,214,512,219,487
BLACK_DATA (461).jpg,Rotten,332,462,227,317
RED_DATA (471).jpg,Ripe,442,750,512,809
BLACK_DATA (98).jpg,Rotten,505,570,253,301
GREEN_DATA (358).jpg,Unripe,394,447,270,336
BLACK_DATA (200).jpg,Rotten,114,277,202,359
GREEN_DATA (359).jpg,Unripe,458,527,147,220
GREEN_DATA (406).jpg,Ripe,406,550,29,167
GREEN_DATA (238).jpg,Unripe,609,881,157,427
GREEN_DATA (683).jpg,Unripe,429,606,292,447
RED_DATA (159).jpg,Ripe,549,884,244,609
BLACK_DATA (23).jpg,Rotten,257,412,402,572
BLACK_DATA (294).jpg,Rotten,372,751,227,479
RED_DATA (262).jpg,Ripe,170,360,701,961
RED_DATA (4).jpg,Unripe,608,686,156,237
BLACK_DATA (241).jpg,Rotten,809,964,92,230
BLACK_DATA (541).jpg,Rotten,323,345,328,363
RED_DATA (196).jpg,Ripe,357,789,110,342
BLACK_DATA (80).jpg,Rotten,67,232,300,467
BLACK_DATA (771).jpg,Rotten,769,874,485,600
RED_DATA (846).jpg,Ripe,114,884,157,911
BLACK_DATA (859).jpg,Rotten,1,97,374,521
RED_DATA (192).jpg,Ripe,37,357,169,453
BLACK_DATA (249).jpg,Rotten,7,262,367,632
BLACK_DATA (98).jpg,Rotten,73,146,144,197
BLACK_DATA (368).jpg,Rotten,369,462,310,387
RED_DATA (141).jpg,Ripe,397,484,112,227
GREEN_DATA (841).jpg,Unripe,257,564,210,487
RED_DATA (304).jpg,Unripe,131,236,188,272
RED_DATA (661).jpg,Ripe,874,1444,332,857
RED_DATA (233).jpg,Ripe,261,736,176,536
RED_DATA (874).jpg,Ripe,337,566,255,467
BLACK_DATA (743).jpg,Rotten,512,594,460,536
GREEN_DATA (174).jpg,Unripe,114,454,142,439
BLACK_DATA (821).jpg,Rotten,386,415,528,558
BLACK_DATA (403).jpg,Rotten,354,497,369,509
GREEN_DATA (45).jpg,Unripe,137,284,467,640
BLACK_DATA (743).jpg,Rotten,879,1016,478,629
BLACK_DATA (354).jpg,Rotten,691,794,137,257
GREEN_DATA (691).jpg,Unripe,189,492,230,540
GREEN_DATA (160).jpg,Unripe,372,649,395,627
RED_DATA (329).jpg,Ripe,564,794,50,272
GREEN_DATA (55).jpg,Unripe,231,446,309,547
GREEN_DATA (687).jpg,Unripe,324,487,259,422
BLACK_DATA (99).jpg,Rotten,0,64,461,542
BLACK_DATA (829).jpg,Rotten,200,437,278,512
RED_DATA (415).jpg,Ripe,115,895,615,1194
GREEN_DATA (406).jpg,Unripe,372,486,504,628
GREEN_DATA (85).jpg,Ripe,209,477,159,372
BLACK_DATA (98).jpg,Rotten,181,268,481,558
BLACK_DATA (546).jpg,Rotten,4,359,262,607
BLACK_DATA (730).jpg,Rotten,585,687,390,467
BLACK_DATA (491).jpg,Rotten,716,796,497,569
GREEN_DATA (367).jpg,Unripe,639,886,34,307
GREEN_DATA (484).jpg,Unripe,117,299,474,629
BLACK_DATA (206).jpg,Rotten,519,624,209,327
BLACK_DATA (45).jpg,Rotten,204,287,157,244
BLACK_DATA (828).jpg,Rotten,845,909,453,503
BLACK_DATA (371).jpg,Rotten,234,926,184,699
RED_DATA (515).jpg,Ripe,897,1344,147,580
GREEN_DATA (604).jpg,Unripe,225,483,337,516
BLACK_DATA (858).jpg,Rotten,826,986,490,625
BLACK_DATA (226).jpg,Rotten,476,544,328,399
GREEN_DATA (476).jpg,Unripe,417,634,172,377
GREEN_DATA (36).jpg,Unripe,397,571,229,422
BLACK_DATA (310).jpg,Rotten,874,896,438,467
BLACK_DATA (629).jpg,Rotten,843,966,242,360
GREEN_DATA (282).jpg,Unripe,745,810,157,214
RED_DATA (470).jpg,Ripe,442,1035,267,770
RED_DATA (608).jpg,Ripe,502,909,322,683
GREEN_DATA (258).jpg,Unripe,430,519,375,464
BLACK_DATA (525).jpg,Rotten,154,514,162,504
BLACK_DATA (686).jpg,Rotten,791,829,428,472
GREEN_DATA (197).jpg,Unripe,342,474,605,742
GREEN_DATA (782).jpg,Unripe,526,739,220,410
RED_DATA (269).jpg,Ripe,186,345,276,439
RED_DATA (336).jpg,Ripe,562,659,402,480
BLACK_DATA (42).jpg,Rotten,4,177,57,230
BLACK_DATA (315).jpg,Rotten,622,852,53,322
RED_DATA (528).jpg,Ripe,702,1080,429,879
RED_DATA (503).jpg,Ripe,680,879,468,678
GREEN_DATA (412).jpg,Unripe,779,889,312,432
GREEN_DATA (375).jpg,Unripe,266,379,675,812
RED_DATA (581).jpg,Ripe,387,679,382,679
RED_DATA (615).jpg,Ripe,444,717,530,820
BLACK_DATA (718).jpg,Rotten,819,1016,408,595
GREEN_DATA (103).jpg,Ripe,536,739,170,377
GREEN_DATA (683).jpg,Unripe,414,571,439,563
GREEN_DATA (506).jpg,Unripe,114,207,387,474
BLACK_DATA (534).jpg,Rotten,304,417,269,369
BLACK_DATA (859).jpg,Rotten,656,811,244,384
RED_DATA (188).jpg,Ripe,359,534,104,317
RED_DATA (227).jpg,Ripe,137,464,407,719
RED_DATA (165).jpg,Ripe,452,716,30,292
RED_DATA (675).jpg,Ripe,397,702,839,1219
BLACK_DATA (757).jpg,Rotten,594,760,163,291
BLACK_DATA (153).jpg,Rotten,595,644,290,337
BLACK_DATA (344).jpg,Rotten,414,637,214,488
GREEN_DATA (227).jpg,Unripe,455,552,292,406
RED_DATA (380).jpg,Ripe,433,657,384,644
BLACK_DATA (95).jpg,Rotten,746,921,542,669
GREEN_DATA (50).jpg,Unripe,164,327,184,382
RED_DATA (95).jpg,Ripe,289,516,255,510
RED_DATA (310).jpg,Ripe,428,507,445,514
GREEN_DATA (623).jpg,Unripe,249,409,357,517
RED_DATA (391).jpg,Ripe,922,1220,382,728
RED_DATA (354).jpg,Unripe,591,777,546,682
GREEN_DATA (488).jpg,Unripe,81,175,690,797
RED_DATA (632).jpg,Ripe,457,900,235,653
RED_DATA (226).jpg,Ripe,178,291,844,961
BLACK_DATA (317).jpg,Rotten,523,729,263,468
RED_DATA (800).jpg,Ripe,134,876,127,929
GREEN_DATA (582).jpg,Unripe,442,634,187,412
BLACK_DATA (291).jpg,Rotten,652,898,185,391
RED_DATA (155).jpg,Ripe,382,551,387,592
GREEN_DATA (430).jpg,Unripe,513,698,454,613
GREEN_DATA (476).jpg,Unripe,836,1004,357,482
BLACK_DATA (352).jpg,Rotten,531,851,244,562
GREEN_DATA (675).jpg,Unripe,566,864,277,575
RED_DATA (886).jpg,Ripe,170,888,189,895
GREEN_DATA (48).jpg,Ripe,424,566,259,422
GREEN_DATA (674).jpg,Unripe,467,656,404,577
GREEN_DATA (296).jpg,Ripe,494,794,292,564
GREEN_DATA (484).jpg,Unripe,202,394,257,434
BLACK_DATA (567).jpg,Rotten,301,825,139,668
BLACK_DATA (80).jpg,Rotten,284,439,117,217
BLACK_DATA (30).jpg,Rotten,616,760,206,305
RED_DATA (237).jpg,Ripe,416,564,548,691
GREEN_DATA (509).jpg,Unripe,449,618,247,441
RED_DATA (329).jpg,Ripe,322,509,345,540
RED_DATA (218).jpg,Ripe,318,670,3,256
BLACK_DATA (102).jpg,Rotten,334,424,336,401
RED_DATA (444).jpg,Ripe,357,739,543,933
RED_DATA (505).jpg,Ripe,942,1307,272,644
BLACK_DATA (152).jpg,Rotten,534,608,258,327
BLACK_DATA (115).jpg,Rotten,224,319,559,649
RED_DATA (205).jpg,Ripe,482,859,49,484
BLACK_DATA (115).jpg,Rotten,875,1005,7,136
RED_DATA (563).jpg,Ripe,192,537,267,575
GREEN_DATA (232).jpg,Unripe,631,836,530,750
GREEN_DATA (686).jpg,Unripe,102,402,169,442
BLACK_DATA (37).jpg,Rotten,556,809,592,677
GREEN_DATA (324).jpg,Unripe,227,766,107,600
BLACK_DATA (323).jpg,Rotten,354,474,137,252
GREEN_DATA (328).jpg,Unripe,516,839,112,372
RED_DATA (312).jpg,Ripe,634,826,64,304
RED_DATA (701).jpg,Ripe,727,1190,290,750
BLACK_DATA (491).jpg,Rotten,407,497,269,342
GREEN_DATA (380).jpg,Unripe,574,776,187,412
RED_DATA (822).jpg,Ripe,99,931,179,959
RED_DATA (589).jpg,Ripe,1232,1453,118,384
GREEN_DATA (34).jpg,Unripe,457,629,307,485
GREEN_DATA (551).jpg,Unripe,212,436,313,549
GREEN_DATA (835).jpg,Unripe,546,691,167,290
GREEN_DATA (844).jpg,Unripe,505,658,170,305
GREEN_DATA (20).jpg,Unripe,586,941,160,507
BLACK_DATA (151).jpg,Rotten,587,626,535,560
BLACK_DATA (777).jpg,Rotten,59,641,80,585
GREEN_DATA (74).jpg,Unripe,170,322,599,774
BLACK_DATA (153).jpg,Rotten,485,543,340,382
GREEN_DATA (422).jpg,Ripe,507,669,192,357
BLACK_DATA (225).jpg,Rotten,179,880,161,932
BLACK_DATA (537).jpg,Rotten,117,546,89,508
RED_DATA (308).jpg,Ripe,276,756,229,681
GREEN_DATA (783).jpg,Unripe,366,553,63,272
GREEN_DATA (791).jpg,Unripe,479,602,3,106
BLACK_DATA (323).jpg,Rotten,392,514,2,74
BLACK_DATA (30).jpg,Rotten,642,783,263,354
BLACK_DATA (686).jpg,Rotten,440,482,418,456
RED_DATA (491).jpg,Ripe,969,1302,280,558
BLACK_DATA (354).jpg,Rotten,561,661,102,217
BLACK_DATA (137).jpg,Rotten,122,287,164,317
RED_DATA (300).jpg,Ripe,578,865,230,479
RED_DATA (508).jpg,Ripe,849,1394,294,789
GREEN_DATA (383).jpg,Unripe,629,880,318,538
RED_DATA (562).jpg,Ripe,354,897,225,785
RED_DATA (734).jpg,Ripe,262,772,377,912
BLACK_DATA (153).jpg,Rotten,213,257,560,598
GREEN_DATA (449).jpg,Ripe,545,735,836,1009
BLACK_DATA (164).jpg,Rotten,436,490,484,541
RED_DATA (623).jpg,Ripe,577,937,795,1003
BLACK_DATA (566).jpg,Rotten,551,706,51,200
RED_DATA (716).jpg,Ripe,462,892,452,910
GREEN_DATA (268).jpg,Unripe,564,724,590,677
BLACK_DATA (115).jpg,Rotten,469,701,62,317
GREEN_DATA (717).jpg,Unripe,279,681,262,590
RED_DATA (577).jpg,Ripe,697,1215,235,820
RED_DATA (469).jpg,Ripe,307,592,523,870
GREEN_DATA (427).jpg,Unripe,761,840,505,589
BLACK_DATA (562).jpg,Rotten,432,694,199,442
BLACK_DATA (199).jpg,Rotten,684,844,117,262
RED_DATA (737).jpg,Ripe,142,814,167,872
RED_DATA (212).jpg,Ripe,324,438,782,909
BLACK_DATA (159).jpg,Rotten,157,487,72,385
RED_DATA (707).jpg,Ripe,759,1205,252,693
RED_DATA (276).jpg,Ripe,459,976,145,635
BLACK_DATA (133).jpg,Rotten,660,775,33,144
BLACK_DATA (847).jpg,Rotten,177,509,519,824
BLACK_DATA (40).jpg,Rotten,793,936,225,356
GREEN_DATA (118).jpg,Unripe,816,913,541,625
RED_DATA (389).jpg,Ripe,152,707,382,963
BLACK_DATA (570).jpg,Rotten,299,376,397,467
BLACK_DATA (67).jpg,Rotten,357,633,294,582
BLACK_DATA (16).jpg,Rotten,618,674,482,557
GREEN_DATA (554).jpg,Unripe,327,479,442,627
RED_DATA (657).jpg,Ripe,629,1067,295,742
RED_DATA (668).jpg,Ripe,187,552,37,350
GREEN_DATA (269).jpg,Unripe,523,602,326,397
BLACK_DATA (743).jpg,Rotten,323,391,359,423
RED_DATA (448).jpg,Ripe,1077,1312,374,687
BLACK_DATA (152).jpg,Rotten,406,477,545,614
